title,text,label,domain
Obama's gun reforms rely on funding from Congress,"The gun reform executive actions President Barack Obama will outline to the public in an address on Tuesday will not require congressional approval and will largely clarify existing statutes, but he is relying on funding from lawmakers to enact his plans. In particular, the Bureau of Alcohol, Tobacco and Firearms will be releasing updated guidance to gun sellers that will discourage them from exploiting loopholes that currently allow some private sellers to bypass required background checks. In a call with reporters on Monday, Attorney General Loretta Lynch said the new guidance ""will help individuals who do want to comply and really do want to know the standards, and will also put everyone else on notice."" Lynch noted that there's been an expansion in the number of people claiming exceptions under the existing statute to avoid conducting these checks by claiming to be private sellers or collectors rather than firearm dealers. Many of the administration's proposals rely heavily on their ability to secure additional funding from Congress next fiscal year's spending bill, which they hope to put toward investments in mental health care, and for hiring more ATF agents to enforce the law. This will require the administration to seek congressional input even as they bypass the traditional legislative process to address this controversial issue. ""The refrain that we hear frequently from Republicans is that the federal government merely enforce the law that's on the books,"" said White House spokesman Josh Earnest, calling out Republican critics of enhanced gun control. ""If that isn't just them bluffing or trying to distract from the actual issue, them they should surely support additional resources being dedicated to enforcing that law that is already on the books."" White House officials say they will be taking their case to Congress in the coming days, as well as directly to the American people through  a live Town Hall event he'll be participating in on Thursday night. Several congressional Democrats convened at the White House Monday afternoon as the administration seeks to shore up support for its new efforts. Rep. Mike Thompson, D-California, who chairs the Gun Violence Task Force and attended Monday's meeting, immediately welcome the steps in a statement.  ""I applaud this move and thank for his relentless work on the issue of gun violence,"" he said. ""Make no mistake, the President's executive actions will make our country safer by helping keep guns out of dangerous hands."" But the administration will still be faced with steep Republican opposition. In a statement released a few hours before the new administration actions were outlined, House Speaker Paul Ryan said, ""President Obama's dismissiveness toward Americans who value the Second Amendment has been well-documented."" Ryan also blasted the President for taking executive action on this issue, saying Obama ""is at minimum subverting the legislative branch, and potentially overturning its will ... No president should be able to reverse legislative failure by executive fiat, not even incrementally."" The actions announced Monday also include steps to leverage new technologies, with Obama directing his Secretaries of Defense, Justice and Homeland Security to launch research into gun safety technology. Attorney General Loretta Lynch, who proposed many of these steps to the President ahead of the White House announcement, also sent letters to all 50 state governors asking for cooperation in updating background check databases with the most recent criminal histories and disqualifying mental health information. ",Human,news
Periodic table to gain four new elements ,"Chemistry textbooks as we know it are officially out of date, as four new elements will soon be added to the periodic table.  Elements 113, 115, 117 and 118 have formally been recognized by the International Union of Pure and Applied Chemistry, the U.S.-based world authority on chemistry. The organization's announcement on December 30 means the seventh row of the periodic table is finally complete.  It's the first time the table has been updated since 2011, when elements 114 and 116 were added. Devised by Russian chemist Dmitri Mendeleev in 1869, the table categorizes chemical elements according to their atomic number.  ""The chemistry community is eager to see its most cherished table finally being completed down to the seventh row,"" said Jan Reedijk, president of the Inorganic Chemistry Division of IUPAC, in a statement.  ""IUPAC has now initiated the process of formalizing names and symbols for these elements temporarily named as ununtrium,, ununpentium, ununseptium, and ununoctium."" A Russian-American team at the Joint Institute for Nuclear Research in Dubna, Oak Ridge National Laboratory in Tennessee and Lawrence Livermore National Laboratory in California discovered elements 115, 117 and 118, while Japanese researchers were credited for discovering element 113. All four elements are not found in nature, and were synthetically created in laboratories. Until now, these elements had temporary names and symbols on the periodic table as their existence was hard to prove. Since they decay extremely quickly, scientists found it difficult to reproduce them more than once.  Japanese researchers said their search for element 113 began by ""bombarding a thin layer of bismuth with zinc ions travelling at about 10% the speed of light."" By doing so, they would theoretically fuse, forming an atom of element 113. ""For over seven years we continued to search for data conclusively identifying element 113, but we just never saw another event. I was not prepared to give up, however, as I believed that one day, if we persevered, luck would fall upon us again,"" said Kosuke Morita, the lead researcher at Japan's RIKEN group.  ""Now that we have conclusively demonstrated the existence of element 113, we plan to look to the uncharted territory of element 119 and beyond."" With the discovery process now over, researchers have another tricky task at hand: coming up with permanent names and symbols for the elements.   According to the IUPAC, new elements can be named after a mythological concept, a mineral, a place or country, a property or a scientist.  After the proposed names are submitted, they will be open for public review for five months before the organization makes a final decision. ",Human,news
Black hole near Earth 'burps' gas,"Black holes have long been known for ""destroying"" matter, with scientists usually referring to them as ""eating"" gas and stars. This reputation may be about to change. Astronomers noticed two gigantic waves of gas being ""burped"" by the massive black hole at the center of NGC 5195, a small galaxy 26 million light years from Earth. It's one of the closest ""supermassive"" black holes to our planet to be showing such activity. The team believes the outburst is a consequence of the interaction of NGC 5195 with a nearby, larger galaxy. The energy generated by the sudden inflow of gas towards the black hole caused the outburst, which, according to the team, amassed enough material to prompt the formation of new stars. ""Apparently, black holes can also burp after their meal,"" the University of Texas's Eric Schlegel, who led the study, told NASA. ""Our observation is important because this behavior would likely happen very often in the early universe, altering the evolution of galaxies. It is common for big black holes to expel gas outward, but rare to have such a close, resolved view of these events."" Stephen Hawking's fantastic vision of black holes Using X-ray images from NASA's Chandra Observatory and optical images from the Kitt Peak National Observatory, Schlegel and his team spotted the two arcs of gas, preceded by a thin layer of cooler hydrogen gas. This suggests that the hotter gas snatched the hydrogen gas from the heart of the galaxy.  This outburst is an example of ""feedback"" between a supermassive black hole and the host galaxy. ""We think that feedback keeps galaxies from becoming too large,"" said Harvard-Smithsonian Center for Astrophysics's Marie Machacek, a co-author of the study. ""But at the same time, it can be responsible for how some stars form. This shows that black holes can create, not just destroy."" According to the team, who presented the study at the 227th meeting of the American Astronomical Society, the burp happened a few million years ago: The inner wave of gas took about three million years to reach its current position, and the outer twice as much. Complete coverage on Space and Science ",Human,news
"Cancer death rate continues to drop, thanks to science","How often do we get to report good news in the war on cancer? Not often, but today, there's cause for celebration. There has been a 23% drop in the cancer death rate since its peak in 1991, according to a new report from the American Cancer Society. That drop translates into more than 1.7 million cancer deaths averted through 2012, the latest year for which comprehensive data is available. ""Part of the decline in cancer mortality rates is because of smoking cessation and some of our successes in battling tobacco,"" said Dr. Otis Brawley, chief medical officer of the American Cancer Society. ""Part of the decline is because of improvements in our ability to treat many of these cancers. And part of the decline is from the success of what I'll call 'wise screening.'"" Overall, cancer incidence is stable in women and declining by 3.1% per year in men. The report attributes the significant drop in men to recent rapid declines in prostate cancer diagnoses, as prostate-specific antigen, or PSA, testing decreases. PSA testing is no longer recommended due to concerns of over-diagnosis. Cancer mortality rates have declined steadily over the last decade in both sexes. On average, the rate dropped by 1.8% per year in men and 1.4% per year in women. According to the American Cancer Society, the decline is driven by continued decreases in death rates for the four major cancer sites: lung, breast, prostate and colon/rectum. Death rates for female breast cancer have declined 36% from peak rates in 1989, while deaths from prostate and colorectal cancers have each dropped about 50% from their peak, a result of improvements in early detection and treatment. Lung cancer death rates declined 38% between 1990 and 2012 among males and 13% between 2002 and 2012 among females, due to reduced tobacco use. ""We have a large number of people who, even though they get health care, they get inadequate health care -- or, less than high quality health care,"" said Brawley. ""If we could improve those logistics, we could decrease the death rate from cancer even more."" ""We need to also focus on the fact that there are some good screening tests that actually clearly save lives, that we are not using enough,"" Brawley said. ""I would point out that 55% to 60% of Americans over the age of 50 are up do date on colorectal cancer screening. We could save a lot of lives if we could just get to 80% by 2018. We could help to decrease the cancer death rate that way. I would point out that there is no debate that mammography saves lives -- and if you look at women over the age of 45, about a third to 40% are not up to date on mammography. Many have never actually even had a mammogram, and we need to work on that."" Even as cancer remains the second leading cause of death nationwide, steep drops in deaths from heart disease have made cancer the leading cause of death in 21 states. Additionally, cancer is the leading cause of death among adults ages 40 to 79, and among both Hispanics and Asian/Pacific Islanders, who together make up one-quarter of the U.S. population. Heart disease remains the top cause of death overall in the United States. In 2012, there were 599,711 deaths from heart disease, compared to 582,623 of deaths from cancer, according to the report. ""I don't think the two diseases ought to be competing against each other,"" said Brawley. ""I think we need to realize that some of the causes of heart diseases are major causes of cancer. We talk a lot about high caloric intake, obesity and lack of physical activity. Those are risk factors for heart disease, as well as cancer. We talk a great deal about tobacco use. That's a risk factor for heart disease as well as cancer. We need to double down and work on all of those things."" The report estimates there will be 1,685,210 new cancer cases and 595,690 cancer deaths in the United States in 2016. ",Human,news
Texas governor joins Marco Rubio in call for new constitutional convention,"Texas Gov. Greg Abbott on Friday revealed his plans for a ""convention of the states,"" the first in more than 200 years, as part of a larger effort to reshape the U.S. Constitution and expand states' rights. ""We are succumbing to the caprice of man that our Founders fought to escape,"" Abbott said in a statement followed by a speech at the Texas Public Policy Foundation. ""The cure to these problems will not come from Washington, D.C. Instead, the states must lead the way.""  Abbott, despite deep ties to Texas Sen. Ted Cruz, has yet to endorse a candidate in the GOP's 2016 presidential primary race, but he might now have some common cause with Florida Sen. Marco Rubio, who in scattered comments over the past month and then more explicitly in a USA Today op-ed on Wednesday, proposed a constitutional convention as a means of ""reduc(ing) the size and scope of the federal government."" Rubio's spokesman Alex Conant told on Friday, ""It's great to have support for the convention of states.""  Rubio has suggested enacting term limits on federal legislators and Supreme Court justices, and creating a balanced budget amendment.  The balanced budget idea also appears in Abbott's program. But he goes into greater specific detail than Rubio elsewhere. As part of his ""Texas Plan,"" Abbott has proposed nine constitutional amendments, all designed to strengthen the states at the expense of federal power. One would require a ""seven-justice super-majority"" -- rather than a simple majority of five -- for the Supreme Court to ""invalidate a democratically enacted law.""  Other amendments would allow a two-thirds majority of the states to override any high court decision and prohibit federal legislators from seeking to regulate ""activity that occurs wholly within one state."" A similar majority would also be empowered to ""override a federal law or regulation."" In a 70-page, annotated treatise entitled, ""Restoring the Rule of Law with States Leading the Way,"" Abbot spells out his strategy and goals in further detail, while alternately attempting to preempt arguments about their legality. He also levels some political attacks, including an accusation that Obamacare proponents in Congress were responsible for ""abandoning, ignoring, and eroding the strictures of the Constitution."" In an email to, Laurence Tribe, a professor of constitutional law at Harvard Law School, expressed doubts over the viability of Abbott's plan. The process and protocol for gathering a ""convention of the states"" remains a mystery, he said, even to most experts. ""Nobody knows exactly how we'd determine when a new convention must be called,"" or ""whether distinct amendment calls could be combined to reach the requisite number of states,"" Tribe wrote, citing his own research. The role of the courts and Congress is also unclear and, as Tribe explained, despite arguments to the contrary, ""there is no agreed-upon process for coming up with definitive answers to any of these unknowns,"" creating a sort of legal ""black hole."" The amendment process is laid out in Article V of the Constitution, which says that either supermajorities in both houses of Congress or a national convention can propose them and a larger supermajority of states must sign on in order to secure ratification.  Here's what that sounds like in the Constitution: ""The Congress, whenever two thirds of both houses shall deem it necessary, shall propose amendments to this Constitution, or, on the application of the legislatures of two thirds of the several states, shall call a convention for proposing amendments, which, in either case, shall be valid to all intents and purposes, as part of this Constitution, when ratified by the legislatures of three fourths of the several states, or by conventions in three fourths thereof, as the one or the other mode of ratification may be proposed by the Congress; provided that no amendment which may be made prior to the year one thousand eight hundred and eight shall in any manner affect the first and fourth clauses in the ninth section of the first article; and that no state, without its consent, shall be deprived of its equal suffrage in the Senate."" There have been only 17 amendments since the original Bill of Rights. The most recent, the 27th amendment, keeps pay raises for the House and Senate from taking effect until after the next election. It was first proposed in 1789, but was not added to the Constitution until 1992. ",Human,news
Valuing your time may be linked to happiness,"Would you prefer a more expensive apartment with a shorter commute or a less expensive apartment with a long commute? That's one of the many real world questions researchers at the University of British Columbia asked more than 4,600 participants in the latest study on happiness.  The questions aim to get to the heart of what people value more: time or money.  New research that was collected over a year and a half and published by the Society of Personality and Social Psychology suggests valuing your time rather than pursuing money may be linked to greater happiness. Thousands of people participated in the six studies on happiness, and researchers found that the group was evenly split between those who valued money or time.  This was surprising for lead researcher Ashley Whillans, who says people tend to intuitively not say money because of cultural pressures. But since the groups were almost evenly split, with a slight leaning toward those who prefer time, she feels that participants were pretty honest during the studies.  ""It appears that people have a stable preference for valuing their time over making more money, and prioritizing time, is associated with greater happiness,"" the doctoral student in social psychology at the University of British Columbia said. Older people, those who were retired or approaching retirement, tended to say their time was more important than money, which was the reverse for younger participants.  Researchers sampled working Americans, students at the university and adult visitors of the science museum in Vancouver. The study found that those of various income levels and of both genders still tended to prioritize time over money. The study did not include those living at the poverty level. ""We wanted to learn about working adults who could go after more money or choose not to,"" she said. The value of time Time has become a hot commodity for working Americans. Adults who are employed full time work on average 47 hours per week, according to Gallup. That's an hour and a half more than a decade ago. Americans also tended to take fewer vacation days than their international peers, according to a 2014 Expedia.com survey. Whillans' research focused on day-to-day decisions when it came to happiness. ""We aren't saying you should give up your rent money to take a vacation in order to be happy,"" she said. But smaller decisions can possibly play a bigger role when it comes to happiness. ""In my personal life, my husband started taking a toll route that was a little more expensive so his commute would be shorter. We know that longer commuters generally make us unhappier,"" she said. Others have challenged the adage that money can't buy happiness though. Harvard Business School professor Michael Norton told in November that people gain happiness when they spend their money on experiences rather than on things.  People who spend their money on vacations or dinner with friends tend to have greater happiness experiencing those events, even if they are only temporary.  ""Because experiences disappear, they let us make up a reality that was amazing and wonderful, and they make us happier,"" Norton said.  Whillans added that it's likely having more free time that is vital toward happiness rather than earning more money. ""Even giving up a few hours of a paycheck to volunteer at a food bank may have more bang for your buck in making you feel happier,"" she said. Whillans says the findings suggest that there may be links between time and happiness, but more research is still needed. ",Human,news
Alabama outlasts Clemson to win NCAA football title,"There are 40 college football bowl games, and quite frankly, many of them this season were snoozers. If you fell asleep during Monday night's college football championship game, well, we feel for you. You must have been really tired.  It was a classic, full of big numbers, big plays and special moments that swung momentum in a game that went back and forth. Bleacher Report: Complete coverage of the national championship game No. 2 Alabama won its fourth college football national title in seven seasons, defeating No. 1 Clemson 45-40 at Glendale, Arizona. It is the 14th NCAA national title for the Crimson Tide, which finished the season 14-1. The title is the fifth for Alabama head coach Nick Saban, who also won one at Louisiana State. ""We didn't always play pretty in this game. It probably wasn't one of our best games when it just comes to flat execution,"" Saban said. ""But when it comes to competing and making plays when we needed to make them, it was probably as good as it gets. I think that's the kind of competitors that win championships, and that's probably why we're sitting here."" The defeat prevented Clemson from being the first Football Bowl Subdivision team to finish a season 15-0. Clemson head coach Dabo Swinney called the game a slugfest and said the Tigers showed great heart. ""But championship football is a game of a few plays, and that's really what this one came down to, just a few plays,"" he said. Big plays For much of the night the game was a highlight reel battle between Deshaun Watson of Clemson and Alabama's Derrick Henry, two of the three Heisman Trophy finalists this season. But in the second half, Alabama tight end O.J. Howard pulled off three big plays that thrust Alabama to the victory. Howard scored on a 53-yard pass in the third quarter and a 51-yarder in the fourth quarter. And with Alabama leading by five at 38-33, Howard took a swing pass for 63 yards to the Clemson 14. The Tide scored its final TD six play later. Coming into the contest, Howard, a junior, only had two touchdowns in his career. ""Initially it felt like a dream,"" he said after the game, ""and I tried to tell everybody to wake me up because I thought it wasn't real. It was just a great feeling to get in the end zone again."" Onside kick was turning point It was supposed to be a tough, defensive struggle, but each defense cracked at just the wrong times.  Clemson, sparked by Watson's dazzling running and often precise passing, had 550 yards of offense.  Alabama had 473 yards. Still, two of the most crucial plays in the game came on special teams for Alabama.  With the score 24-24 and 10:34 remaining, the Tide's Adam Griffith surprised the Tigers with an onside kick that was plucked out of the air by Marlon Humphrey. ""I made the decision to do it because the score and we were tired on defense, and weren't doing a great job of getting them stopped,"" Saban said. ""And I felt like if we didn't do something ... we wouldn't have a chance to win."" Howard caught a TD pass two plays later to give the Tide 14 points in 49 seconds. Clemson answered with a quick drive that led to a field goal, but Alabama's Kenyan Drake took the kickoff at the 5. His path appeared to be blocked at about the 20, but then he made a sharp left turn, outraced the Tigers to the other side of the field and sped to a 95-yard return for six points.  Top players, top performances Watson was genius all night. Several times Alabama's highly lauded defense had him trapped, absolutely. But Watson kept finding a way to scamper free and get a first down or big gain with his feet.  The sophomore quarterback, who was third in the Heisman voting, was on point most of the night with his passes. Watson finished 30-for 44 and 405 yards with four touchdowns.  ""Coach Swinney said, there was a few plays that we didn't really capitalize on, and I missed some throws, we dropped some balls, and just had some missed miscues,"" Watson said. ""Just some little things like that is going to really force yourself in a hole, and it's hard to beat a team like Alabama if you make those mistakes."" Alabama's Henry lugged the ball 36 times, totaling 158 yards. He had three touchdowns. Monday's game, at the University of Phoenix Stadium in Glendale, Arizona, pitted the winners of the semifinal games in the second College Football Playoff.  Last year, the four-team playoff replaced the Bowl Championship Series in which the top two teams were selected to play in the final game. Ohio State won the inaugural playoff championship game, routing Oregon 42-20. ",Human,news
"Obama scores high marks for speech, less positive for his presidency","President Barack Obama's final State of the Union address was met with deeply positive reviews, matching the best ratings for any of his State of the Union addresses, according to a/ORC instant poll of those who watched the speech.  But assessing Obama's time in office, more say his presidency has fallen short of their expectations than say it has exceeded them. Overall, 53% had a ""very positive"" reaction to the President's speech, matching the highest rating of his presidency reached following his 2013 address. Another 20% said they had a somewhat positive reaction to his speech, 25% reported a negative one. Most speech watchers say the policies Obama is proposing would move the country in the right direction, a smaller group feel they would take the nation the wrong way. Those figures are not far off the mark Obama set last year, when 72% thought the policies he proposed would move the nation in the right direction, the highest mark of his presidency. The poll is representative only of those who watched Tuesday's State of the Union, a group that tends to be more supportive of the President giving it than the population as a whole. Among those speech-watchers interviewed tonight, 42% consider themselves Democrats, 24% Republicans, a more Democratic tilt than Americans as a whole. That's reflected in their views of Obama's policies on several key issues, with majorities across-the-board saying they think the President's policies would move the nation in the right direction. Speech-watchers were most apt to say they would move the nation in the right direction on climate change, with smaller majorities saying so about the economy, gun policy, terrorism, health care policy and immigration. But 48% of those who watched the speech said that overall, Obama's presidency has fallen short of their expectations, compared with just 18% who say the President exceeded their expectations over his nearly seven years in office. Another 33% said the President's time in office met their expectations. Majorities see Obama's presidency as a success in addressing the economy, climate change, health care policy and terrorism, but most speech-watchers say it's been more of a failure when it comes to immigration and gun policy. The poll includes interviews with 386 adult Americans who watched Obama's speech, results among speech-watchers have a margin of sampling error of plus or minus 5 percentage points. Respondents were originally interviewed as part of a random national sample conducted January 5-11, and indicated they planned to watch tonight's speech and would be willing to be re-interviewed when it was over.   ",Human,news
NFL owners voting on Los Angeles relocation ,"Will there be an NFL team -- or two -- returning to the Los Angeles area next season? The answer may be coming very soon. The race for Los Angeles is on for the San Diego Chargers, Oakland Raiders and St. Louis Rams, and NFL owners are expected to vote either Tuesday or Wednesday at the special league meeting in Houston to relocate possibly one or two of those franchises. All three teams submitted applications to the NFL on January 4 to move their franchises to the Los Angeles area beginning with the 2016 season. A team needs 24 votes -- a three-quarters majority -- from league owners for approval, but according toMoney and other media reports, no proposal has the required votes to pass going into this meeting. This likely means some type of compromise would need to be made at the gathering in Houston. The relocation frenzy started when Rams owner Stan Kroenke announced plans in January 2015 to build a new stadium in Inglewood at the site of Hollywood Park, the former thoroughbred race course. His plan is the most expensive one at $1.9 billion, which includes the option of housing a second team and being part of an entertainment, retail and residential complex. Kroenke is willing to propose an equity ownership in the stadium in which the other team would be treated as an equal partner, NFL Commissioner Roger Goodell said December 2 at the league meeting in Dallas. Trump: Football, like America, 'has become soft' Since Kroenke's initial move, the Chargers -- teaming up with the Raiders -- have a proposal for a stadium in Carson, about 20 miles south of downtown L.A. That plan is estimated at $1.7 billion. ""We've made this clear for several years now -- we believe the stadiums in Los Angeles as well as other markets that are large markets should be capable of hosting two teams,"" Goodell said. ""That's a very important imperative for us."" The applications were reviewed last week by league staff and will be presented for consideration at the meeting in Houston. Three league committees met in New York last week, after which a formal recommendation was to be presented to the rest of the owners, according toMoney. The six owners who make up the Committee on L.A. Opportunities, which will make the recommendation, are Art Rooney II; Jerry Richardson; Robert Kraft; Robert McNair; John Mara; and Clark Hunt. While the league would not comment to on the price of a relocation fee, several media reports, including NFL.com's Ian Rapoport, say it would cost a team $550 million to relocate. Peter King from Sports Illustrated recently put that number in perspective, writing that Arthur Blank paid $545 million when he purchased the Atlanta Falcons in 2002. Los Angeles hasn't had an NFL team since 1995, when the Raiders went back to Oakland and the Rams moved to St. Louis. The Chargers were in Los Angeles in the early 1960s as a charter member of the American Football League, which later merged with the NFL. ",Human,news
Winners and losers in Rams' return to LA,"Football is a game of inches. At the NFL level, it is also a game of dollars. At Tuesday's NFL owners meeting, franchises were moved around like so many multi-million dollar board game pieces.  The Rams, who called St. Louis home for 20 years, are moving back to Los Angeles where they were the home team from 1946-1994. The San Diego Chargers have been given the option to move to Los Angeles as well. And the Oakland Raiders folded their bid for the City of Angels, but the team's final destination remains in flux.  Fans in all these cities awaited for the outcome. And when it came, the message from the NFL was best summed up by Miami Dolphins owner Stephen Ross: ""Everybody won."" New York Post writer Bart Hubbuch reported that Ross was pressed on his assertion of a win-win: What about St. Louis fans?  ""Well, somebody has to lose,"" Ross replied.  There certainly are people feeling like winners or losers today.  The front pages of newspapers in Los Angeles and St. Louis definitely convey different emotions, but it is impossible to measure if the joy of Los Angeles residents is greater than the sorrow of St. Louis fans.  The nostalgia and heartbreak in St. Louis was matched on social media with celebration on the West Coast.  Loser: St. Louis  To add insult to injury, not only has St. Louis lost its NFL team, but taxpayers could be on the hook for millions.  If the city, state or county cannot find a way to replace the revenue from the Rams' lease, the cost will transfer to the taxpayers, the head of the St. Louis Regional Sports Authority told affiliate KTVI Nearly $130 million is still owed for the bonds that paid for Edward Jones Dome, KTVI reported. Before, the Rams organization paid $500,000 yearly to lease the stadium, and another $25,000 for the Rams Park training facility.  But it's not all gloom. In an effort to keep the Rams in St. Louis, a task force created a proposal for a new stadium, estimated to cost just under $1 billion. Public financing for sports stadiums is increasingly controversial, and the plan floated in St. Louis would have added at least $350 million to the taxpayers' tab.  Winner: Rams owner Stan Kroenke He got what he wanted.  Three teams -- and three powerful owners -- were vying for one or two spots for teams in Los Angeles.  Kroenke successfully negotiated his way to Los Angeles, leaving San Diego to decide its future and Oakland out of luck this time.  He pulled it off by announcing plans for a new $1.9 billion stadium in Inglewood, California. The stadium, which the NFL owners also approved, will be the home of the Los Angeles Rams and possibly a second team.  St. Louis fans took Kroenke's move as villainous.   The Kroenke family also owns a professional hockey team, the Colorado Avalanche, and one St. Louis Rams fan who helped the Tampa Bay Lightning defeat the Avalanche made it personal.  Winner: Los Angeles football fans A day ago, Los Angeles was an anomaly: A huge market without an NFL team.  Now, it has the Rams, and possibly, the Chargers, too.  There are still many details to be answered, but Los Angeles fans are excited.  ",Human,news
Ohio dad won't be charged in son's killing,"Georta Mack's father thought the teen had gone to school Tuesday morning. Instead, the 14-year-old Cincinnati boy sneaked back into the basement of his home, investigators say, where his father, mistaking him for an intruder, shot and killed him -- a tragedy, but not a crime, say authorities. No charges will be filed against Mack's 72-year-old father, because evidence shows that the dad's story about mistaking the boy for an intruder checks out, Hamilton County Prosecutor Joseph Deters said Wednesday. ""There is one one word for this: tragedy,"" Deters said. ""It is impossible to imagine how horrible the father must feel for mistaking his son for an intruder."" ""All of the forensic evidence matches what the father told the police, and, therefore, no charges are appropriate."" Police said the father, whose name has not been released, called 911 at about 6:30 a.m. Tuesday to report that he had shot his son. ""I just shot my son by accident,"" the father is heard saying in a recording of the 911 call obtained by affiliate WCPO. ""He scared me. I thought he was in school. I heard noise and then I went downstairs looking. He jumped out at me. I shot him."" ""Oh God. Oh God. Why didn't you go to school?"" the father says. The incident happened, the father told police, after he saw Georta walk to a bus stop, and then saw the bus leave. After the father sent a text to Georta to confirm he was on the bus, the teen called to say that he was indeed on board, a news release from Deters' office said. The father heard noises in the home a short time later. Concerned about a break-in, he retrieved a .45 revolver and searched the home, the release said. ""When dad was in the basement, he opened a closet door. Georta was in the closet and yelled, 'Boo,' '' the office said.  ""The father said that he was startled when he fired a single shot. The shot hit Georta in the neck. Georta was transported to Children's Hospital, where he was pronounced dead."" This is at least the second case of a family member shooting and killing a family member -- apparently by mistake -- within the last two weeks. On the night of December 29, a woman in St. Cloud, Florida, shot her 27-year-old daughter, apparently mistaking her for a burglar. The woman fired only one round, police said, and the daughter later died at a hospital.  did not identify family members in that case by request of St. Cloud Police, who said the father of the victim had been an undercover police officer. St. Cloud police said the shooting appears to be accidental, but that an investigation is ongoing.",Human,news
Why Paul Ryan vacated a vote to sanction Iran,"When House Speaker Paul Ryan tells members they need to be on time for votes, he means it.  The House technically passed a bill on Wednesday imposing new sanctions on Iran, something many House Republicans critical of the Obama Administration were eager to do. But after a significant block of lawmakers didn't make it to the floor in time to register their support they asked for a do-over. House GOP leaders moved to ""vacate"" the vote, and got agreement from Democrats, many of whose members also missed the vote.  As a result, roll call vote 44 was wiped away from the official record and rescheduled for the end of January.   Out of the 137 House members who missed the vote, 57 were Republicans and 80 were Democrats. ""The speaker made an announcement on the floor last week about keeping vote times closer to the allotted time. While we'll continue to make that a priority, because many members missed this important vote, it was vacated and we'll revote when we return,"" Ryan spokeswoman Ashlee Strong told. The GOP Iran measure would bar the President from lifting sanctions on individuals or entities in Iran unless the Administration certifies they are not supporting terror or building weapons. The vote was scheduled before the developments late on Tuesday in which 10 U.S. Navy sailors were detailed, but during floor debate Republicans pointed to the episode as further proof the bill was needed. Many Democrats agreed Iran was not to be trusted, but argued Congress should come up with a more bipartisan proposal.  Normally the first vote lasts 15 minutes, but because it is regular practice in the House to hold them open for at least 25-30 minutes, many lawmakers don't rush to make it in time. Ryan's action Wednesday puts members on notice they need to hustle or risk missing a vote, something that potentially opens a member up to political attacks. House Minority Leader Nancy Pelosi defended Ryan's decision. ""I think the gaveling was premature, but I think the Speaker is rightfully serious about expeditiously dealing with the votes in a timely fashion,"" she said Wednesday.",Human,news
Astronomers may have found most powrful supernova ,"An international team of astronomers may have discovered the biggest and brightest supernova ever. The explosion was 570 billion times brighter than the sun and 20 times brighter than all the stars in the Milky Way galaxy combined, according to a statement from The Ohio State University, which is leading the study. Scientists are straining to define its strength. ""This may be the most powerful supernova ever seen by anybody ... it's really pushing the envelope on what is possible,"" study co-author Krzysztof Stanek, an astronomer at Ohio State, was quoted as saying in The Los Angeles Times. The team of astronomers released their findings this week in the journal Science. The explosion and a gas cloud that resulted are called ASASSN-15lh after the team of astronomers, All Sky Automated Survey for Supernovae, that discovered it last June. A supernova is a rare and often dramatic phenomenon that involves the explosion of most of the material within a star. Supernovas can be very bright for a short time and usually release huge amounts of energy. Searching for the power source This blast created a massive ball of hot gas that the astronomers are studying through telescopes around the world, Ohio State said. It cannot be seen with the naked eye because it is 3.8 billion light years from Earth. There's an object about 10 miles across in the middle of the ball of gas that astronomers are trying to define.  ""The honest answer is at this point that we do not know what could be the power source for ASASSN-15lh,"" said Subo Dong, lead author of the Science paper, according to Ohio State. He is a Youth Qianren Research Professor of astronomy at the Kavli Institute for Astronomy and Astrophysics at Peking University. Todd Thompson, professor of astronomy at Ohio State, said the object in the center may be a rare type of star called a millisecond magnetar. Spawned by a supernova, it's a rapidly spinning, dense star with a powerful magnetic field.  Could it be a 'supermassive black hole'? To achieve the brightness recorded, the magnetar would have to spin 1,000 times a second and ""convert all that rotational energy to light with nearly 100% efficiency,"" Thompson said, according to the Ohio State press release. ""It would be the most extreme example of a magnetar that scientists believe to be physically possible."" The question of whether a suprnova truly caused the space explosion may be settled later this year with help from the Hubble Space Telescope, which will allow astronomers to see the host galaxy surrounding the object in center of the ball of gas, Ohio State said.  If it's not a magnetar, it may be unusual nuclear activity around ""a supermassive black hole,"" Ohio State said. Supernova secrets seen in X-rays",Human,news
